id_annee;id_region;id_age;id_sexe;population
2004;Rabat Sale Zemmour Zear;moins de 5 ans;M;107863
2004;Rabat Sale Zemmour Zear;moins de 5 ans;F;104703
2004;Rabat Sale Zemmour Zear;5 à 9 ans;M;110077
2004;Rabat Sale Zemmour Zear;5 à 9 ans;F;106273
2004;Rabat Sale Zemmour Zear;10 à 14 ans;M;119004
2004;Rabat Sale Zemmour Zear;10 à 14 ans;F;115941
2004;Rabat Sale Zemmour Zear;15 à 19 ans;M;115475
2004;Rabat Sale Zemmour Zear;15 à 19 ans;F;117318
2004;Rabat Sale Zemmour Zear;20 à 24 ans;M;110123
2004;Rabat Sale Zemmour Zear;20 à 24 ans;F;119754
2004;Rabat Sale Zemmour Zear;25 à 34 ans;M;190323
2004;Rabat Sale Zemmour Zear;25 à 34 ans;F;208657
2004;Rabat Sale Zemmour Zear;35 à 44 ans;M;159020
2004;Rabat Sale Zemmour Zear;35 à 44 ans;F;173965
2004;Rabat Sale Zemmour Zear;45 à 54 ans;M;124448
2004;Rabat Sale Zemmour Zear;45 à 54 ans;F;116863
2004;Rabat Sale Zemmour Zear;55 à 64 ans;M;62751
2004;Rabat Sale Zemmour Zear;55 à 64 ans;F;64835
2004;Rabat Sale Zemmour Zear;65 à 74 ans;M;37380
2004;Rabat Sale Zemmour Zear;65 à 74 ans;F;39930
2004;Rabat Sale Zemmour Zear;75 à 84 ans;M;14066
2004;Rabat Sale Zemmour Zear;75 à 84 ans;F;16378
2004;Rabat Sale Zemmour Zear;85 ans et plus;M;6596
2004;Rabat Sale Zemmour Zear;85 ans et plus;F;7459
